matricula,Nome,local de trabalho,Data de Ingresso,Curso,Área de Conhecimento,Data de Conclusão,Instituição
240144,João Ramos,9600,2015-04-16,Farmácia,Ciências da Saúde,2011-05-05,IBMR - Centro Universitário IBMR
240145,Vitor Gabriel Cardoso,9600,2017-10-17,Desenho Industrial,Ciências Sociais Aplicadas,2011-07-28,CEAP - Centro de Ensino Superior do Amapá
240146,Emanuella Cardoso,9600,2020-07-07,Oceanografia,Ciências Exatas e da Terra,2016-02-27,UNEMAT - Universidade do Estado de Mato Grosso
240147,Amanda da Conceição,9600,2019-12-28,Engenharia Biomédica,Engenharias,2014-10-07,UNIVEM - Centro Universitário Eurípedes de Marília
240148,Maria Alice Ribeiro,9600,2014-11-23,Engenharia Naval e Oceânica,Engenharias,2011-09-27,UNICENTRO - Universidade Estadual do Centro-Oeste
240149,Davi Lucas Vieira,9600,2021-07-27,História,Ciências Humanas,2015-03-31,UVA - Universidade Estadual Vale do Acaraú
240150,Francisco Barbosa,9600,2017-08-06,Museologia,Ciências Sociais Aplicadas,2015-10-14,FAPRO - Faculdade Projeção
240151,Emilly Alves,9600,2021-04-06,Serviço Social,Ciências Sociais Aplicadas,2011-10-15,FAMA - Faculdade Amadeus
240152,Sra. Brenda Correia,9600,2014-12-06,Ciência da Computação,Ciências Exatas e da Terra,2009-09-24,UFFS - Universidade Federal da Fronteira Sul
240153,Isaac Peixoto,9600,2022-09-16,Filosofia,Ciências Humanas,2011-11-14,CEUB - Centro Universitário de Brasília
240154,Olivia Lopes,9600,2023-03-12,Lingüística,"Lingüística, Letras e Artes",2014-01-19,FMC - Faculdades Milton Campos
240155,Ana Luiza Jesus,9600,2021-03-21,Microbiologia,Ciências Biológicas,2014-05-28,UNIVEM - Centro Universitário Eurípedes de Marília
240156,Sra. Mariane Araújo,9600,2020-01-27,Ciência da Computação,Ciências Exatas e da Terra,2011-01-22,FCC - Faculdade Católica do Ceará
240157,Benjamin Pinto,9600,2023-08-15,Educação,Ciências Humanas,2022-04-20,FMU - Centro Universitário das Faculdades Metropolitanas Unidas
240158,Heitor Rocha,9600,2016-01-29,Geografia,Ciências Humanas,2013-08-06,UNISANTOS - Universidade Católica de Santos
240159,Vicente Nascimento,9600,2024-02-25,Fisioterapia e Terapia Ocupacional,Ciências da Saúde,2014-05-12,UNISAGRADO - Universidade do Sagrado Coração
240160,Dr. Cauã Lopes,9600,2023-07-04,Engenharia Agrícola,Ciências Agrárias,2015-11-20,FAE - FAE Centro Universitário
240161,Pedro Henrique Carvalho,9600,2022-11-30,Lingüística,"Lingüística, Letras e Artes",2016-04-04,PUCPR - Pontifícia Universidade Católica do Paraná
240162,Ana Vitória Melo,9600,2020-06-23,Lingüística,"Lingüística, Letras e Artes",2018-04-22,FASM - Faculdade Santa Marcelina
240163,Maria Vitória Moraes,9600,2015-04-23,Demografia,Ciências Sociais Aplicadas,2010-10-11,IFMG - Instituto Federal de Minas Gerais
240164,Lucas da Luz,9600,2014-10-26,Zoologia,Ciências Biológicas,2011-10-09,AEDB - Faculdades Dom Bosco
240165,Lucas Novaes,9600,2020-09-01,Turismo,Ciências Sociais Aplicadas,2019-02-13,UNINTER - Grupo Educacional Uninter
240166,Yuri da Mata,9600,2022-11-25,Microbiologia,Ciências Biológicas,2020-09-17,UNISUL - Universidade do Sul de Santa Catarina
240167,Lavínia Cavalcanti,9600,2019-12-31,Engenharia Mecânica,Engenharias,2009-09-08,USP - Universidade de São Paulo
240168,Samuel Gomes,9600,2018-09-03,Administração,Ciências Sociais Aplicadas,2017-04-03,UNIFRAN - Universidade de Franca
240169,Giovanna Castro,9600,2020-07-05,Biofísica,Ciências Biológicas,2019-03-03,UNIFRAN - Universidade de Franca
240170,André Mendes,9600,2023-05-09,Matemática,Ciências Exatas e da Terra,2017-10-03,UFPB - Universidade Federal da Paraíba
240171,Thales das Neves,9600,2023-07-26,Desenho Industrial,Ciências Sociais Aplicadas,2021-01-24,UNIEURO - Centro Universitário Euroamericano
240172,Levi Almeida,9600,2016-09-25,Medicina,Ciências da Saúde,2010-01-04,UEMG - Universidade do Estado de Minas Gerais
240173,Miguel Almeida,9600,2018-06-17,Economia,Ciências Sociais Aplicadas,2012-05-18,FASM - Faculdade Santa Marcelina
240174,Sra. Eloah Cunha,9600,2016-01-23,Engenharia de Materiais e Metalúrgica,Engenharias,2014-04-22,FEEVALE - Universidade Feevale
240175,Srta. Clara Moreira,9600,2016-07-23,Engenharia Mecânica,Engenharias,2011-04-30,FAC - Faculdade Arquidiocesana de Curvelo
240176,João Pedro Moraes,9600,2017-03-05,Arqueologia,Ciências Humanas,2013-03-08,UNICASTELO - Universidade Camilo Castelo Branco
240177,Heloísa Ferreira,9600,2024-07-20,Imunologia,Ciências Biológicas,2021-05-04,UNIR - Universidade Federal de Rondônia
240178,Mariana Sales,9600,2021-09-01,Serviço Social,Ciências Sociais Aplicadas,2020-08-30,UNINILTONLINS - Universidade Nilton Lins
240179,Felipe Carvalho,9600,2023-01-24,Lingüística,"Lingüística, Letras e Artes",2022-05-24,UNIGRAN - Centro Universitário da Grande Dourados
240180,Maria Eduarda da Cunha,9600,2020-05-30,Zoologia,Ciências Biológicas,2019-02-25,MACKENZIE-RIO - Faculdade Presbiteriana Mackenzie Rio
240181,Isis Cardoso,9600,2023-08-28,Antropologia,Ciências Humanas,2011-10-21,UFG - Universidade Federal de Goiás
240182,Arthur Pereira,9600,2019-04-01,Ciência da Computação,Ciências Exatas e da Terra,2009-10-13,FACIMP - Faculdade de Imperatriz
240183,Felipe Caldeira,9600,2016-11-12,Sociologia,Ciências Humanas,2011-09-08,UFN - Universidade Franciscana
240184,Sr. Luiz Otávio Lopes,9600,2017-09-09,Matemática,Ciências Exatas e da Terra,2014-07-26,UNISO - Universidade de Sorocaba
240185,Otávio Farias,9600,2022-04-03,Economia,Ciências Sociais Aplicadas,2020-04-05,UFDPar - Universidade Federal do Delta do Parnaíba
240186,Davi Lucca Porto,9600,2021-12-15,Letras,"Lingüística, Letras e Artes",2018-05-22,UNOPAR - Universidade do Norte do Paraná
240187,André Nogueira,9600,2021-02-21,Antropologia,Ciências Humanas,2018-02-01,UNIRB - Faculdade Serigy
240188,João Miguel da Mota,9600,2023-01-23,Arqueologia,Ciências Humanas,2015-01-25,UNIFEV - Centro Universitário de Votuporanga
240189,Nicole Melo,9600,2017-09-14,Recursos Florestais e Engenharia Florestal,Ciências Agrárias,2009-10-31,UEPB - Universidade Estadual da Paraíba
240190,Maria Sophia da Paz,9600,2015-11-01,Odontologia,Ciências da Saúde,2015-04-11,UFSM - Universidade Federal de Santa Maria
240191,Luigi Lopes,9600,2020-07-15,Agronomia,Ciências Agrárias,2013-10-14,FAG - Fundação Assis Gurgacz
240192,Marcos Vinicius Farias,9600,2016-08-31,Imunologia,Ciências Biológicas,2009-12-14,UNIMONTE - Centro Universitário Monte Serrat
240193,Dr. Gustavo Henrique Fernandes,9600,2016-01-24,Saúde Coletiva,Ciências da Saúde,2012-04-08,UAM - Universidade Anhembi Morumbi
240194,Igor Farias,9600,2019-10-11,Morfologia,Ciências Biológicas,2013-07-09,UFTM - Universidade Federal do Triângulo Mineiro
240195,Alexia Oliveira,9600,2015-05-25,Educação,Ciências Humanas,2010-09-16,UNIMONTE - Centro Universitário Monte Serrat
240196,Juan Barros,9600,2015-07-08,Lingüística,"Lingüística, Letras e Artes",2015-06-05,CEETEPS - Centro Estadual de Educação Tecnológica Paula Souza
240197,Dra. Nicole Moura,9600,2021-08-29,Desenho Industrial,Ciências Sociais Aplicadas,2017-05-01,UNISEP - União de Ensino do Sudoeste do Paraná
240198,Isadora Rodrigues,9600,2019-08-18,Microbiologia,Ciências Biológicas,2015-09-12,PUCPR - Pontifícia Universidade Católica do Paraná
240199,Daniela Silveira,9600,2018-02-17,Odontologia,Ciências da Saúde,2017-03-29,UNINASSAU - Centro Universitário Maurício de Nassau
240200,Guilherme Viana,9600,2015-11-19,Matemática,Ciências Exatas e da Terra,2009-08-01,FCF - Faculdade Católica de Fortaleza
240201,Emilly da Cruz,9600,2021-11-19,Biofísica,Ciências Biológicas,2021-09-01,UCB - Universidade Católica de Brasília
240202,Gustavo Henrique Monteiro,9600,2014-11-17,Agronomia,Ciências Agrárias,2011-01-28,MACK - Universidade Presbiteriana Mackenzie
240203,Yuri Jesus,9600,2023-12-21,Engenharia de Materiais e Metalúrgica,Engenharias,2015-08-20,UNIBH - Centro Universitário de Belo Horizonte
240204,Emanuelly Cardoso,9600,2024-01-24,Desenho Industrial,Ciências Sociais Aplicadas,2015-10-22,IPTAN - Instituto de Ensino Superior Presidente Tancredo Neves
240205,Luiz Henrique Moraes,9600,2016-01-27,Engenharia Aeroespacial,Engenharias,2014-11-03,DOCTUM - Rede de Ensino Doctum
240206,Vitor da Mota,9600,2023-09-27,Letras,"Lingüística, Letras e Artes",2009-12-24,FG - Faculdade Guarapuava
240207,Dr. Samuel Nogueira,9600,2019-12-25,Engenharia Agrícola,Ciências Agrárias,2019-02-12,IFPB - Instituto Federal da Paraíba
240208,Lucas Gabriel Correia,9600,2021-01-26,Recursos Florestais e Engenharia Florestal,Ciências Agrárias,2011-10-25,UNICID - Universidade Cidade de São Paulo
240209,Luigi Azevedo,9600,2021-08-26,Engenharia Naval e Oceânica,Engenharias,2019-07-25,UFSM - Universidade Federal de Santa Maria
240210,Dr. Vicente Barros,9600,2018-04-25,Engenharia de Minas,Engenharias,2011-12-07,CELSO LISBOA - Centro Universitário Celso Lisboa
240211,Enrico Lima,9600,2015-08-11,Oceanografia,Ciências Exatas e da Terra,2010-12-06,UNILASALLE-RJ - Universidade La Salle
240212,Enzo Farias,9600,2022-05-28,Ecologia,Ciências Biológicas,2021-03-22,UFMS - Universidade Federal do Mato Grosso do Sul
240213,Letícia Vieira,9600,2014-08-15,Biofísica,Ciências Biológicas,2010-11-23,IFAC - Instituto Federal do Acre
240214,Srta. Lorena Costa,9600,2016-07-17,Bioquímica,Ciências Biológicas,2014-06-29,UNILESTE - Centro Universitário Católica do Leste de Minas Gerais
240215,João Pedro Lima,9600,2014-08-19,Biologia Geral,Ciências Biológicas,2011-08-28,IFTM - Instituto Federal do Triângulo Mineiro
240216,Maria Alice Caldeira,9600,2022-09-01,Engenharia de Materiais e Metalúrgica,Engenharias,2021-05-28,FSMA - Faculdade Salesiana de Macaé
240217,Diogo Gomes,9600,2015-12-22,Comunicação,Ciências Sociais Aplicadas,2015-09-02,URCAMP - Universidade da Região da Campanha
240218,Dr. Vitor Hugo Azevedo,9600,2021-12-07,Botânica,Ciências Biológicas,2015-09-10,UFTM - Universidade Federal do Triângulo Mineiro
240219,Srta. Sabrina Pires,9600,2016-06-21,Farmácia,Ciências da Saúde,2012-12-12,UNIFACISA - Centro Universitário Facisa
240220,Vinicius Viana,9600,2021-08-29,Nutrição,Ciências da Saúde,2013-08-22,CELSO LISBOA - Centro Universitário Celso Lisboa
240221,Bryan Pires,9600,2022-04-25,Engenharia Aeroespacial,Engenharias,2014-02-07,UNESA - Universidade Estácio de Sá
240222,Dra. Heloísa Novaes,9600,2020-12-16,Engenharia Química,Engenharias,2015-05-30,UNIMONTES - Universidade Estadual de Montes Claros
240223,Isabella Mendes,9600,2021-02-16,Oceanografia,Ciências Exatas e da Terra,2014-02-22,UNISEP - União de Ensino do Sudoeste do Paraná
240224,Caio da Paz,9600,2020-10-25,Oceanografia,Ciências Exatas e da Terra,2017-07-10,UFSM - Universidade Federal de Santa Maria
240225,Levi Porto,9600,2019-01-28,Administração,Ciências Sociais Aplicadas,2011-04-14,UEPA - Universidade do Estado do Pará
240226,Júlia Moraes,9600,2019-11-23,Fisioterapia e Terapia Ocupacional,Ciências da Saúde,2016-12-19,IFTO - Instituto Federal do Tocantins
240227,Rafaela Alves,9600,2014-12-06,GeoCiências,Ciências Exatas e da Terra,2014-03-01,IESP - Instituto de Educação Superior da Paraíba
240228,Clarice Pires,9600,2016-05-01,Comunicação,Ciências Sociais Aplicadas,2010-12-06,UNISAL - Centro Universitário Salesiano de São Paulo
240229,Isabella Ramos,9600,2019-06-11,Desenho Industrial,Ciências Sociais Aplicadas,2012-02-11,IDEAU - Instituto de Desenvolvimento Educacional do Alto Uruguai (Getúlio Vargas)
240230,Leonardo Duarte,9600,2023-10-15,Engenharia Civil,Engenharias,2022-07-30,IFMA - Instituto Federal do Maranhão
240231,Cauã Duarte,9600,2016-10-03,Comunicação,Ciências Sociais Aplicadas,2013-03-07,MACKENZIE-RIO - Faculdade Presbiteriana Mackenzie Rio
240232,Manuela Peixoto,9600,2023-06-10,Engenharia Aeroespacial,Engenharias,2014-01-08,USF - Universidade São Francisco
240233,Davi Barbosa,9600,2015-01-08,Recursos Pesqueiros e Engenharia de Pesca,Ciências Agrárias,2012-04-27,FLF - Faculdade Luciano Feijão
240234,Ana Vitória Teixeira,9600,2014-12-11,Engenharia de Materiais e Metalúrgica,Engenharias,2013-12-18,UFJF - Universidade Federal de Juiz de Fora
240235,Sra. Isadora Martins,9600,2024-06-05,Comunicação,Ciências Sociais Aplicadas,2023-07-03,FAJAR - Faculdade Jardins
240236,Matheus Silveira,9600,2020-12-16,Economia Doméstica,Ciências Sociais Aplicadas,2012-11-27,Univel - União Educacional de Cascavel
240237,Lorenzo Aragão,9600,2023-10-04,Probabilidade e Estatística,Ciências Exatas e da Terra,2016-10-01,UFTM - Universidade Federal do Triângulo Mineiro
240238,Camila Alves,9600,2019-06-26,Teologia,Ciências Humanas,2012-03-23,CUSC - Centro Universitário São Camilo
240239,Ana Clara Lima,9600,2021-03-02,Geografia,Ciências Humanas,2020-12-12,FRB - Faculdades Integradas Rio Branco
240240,Ana Clara da Cruz,9600,2019-10-25,Turismo,Ciências Sociais Aplicadas,2013-06-27,UFSM - Universidade Federal de Santa Maria
240241,Sra. Sofia Rezende,9600,2017-07-14,GeoCiências,Ciências Exatas e da Terra,2011-10-26,ESMAC - Escola Superior Madre Celeste
240242,Dr. Otávio Aragão,9600,2020-04-01,Parasitologia,Ciências Biológicas,2016-05-13,Univel - União Educacional de Cascavel
240243,Srta. Pietra Santos,9600,2015-11-01,Farmacologia,Ciências Biológicas,2014-10-28,UNC - Universidade do Contestado
240244,Carolina Cardoso,9600,2015-09-22,Arqueologia,Ciências Humanas,2012-01-05,UNOPAR - Universidade Norte do Paraná
240245,Maria Cecília Nogueira,9600,2017-04-08,Ciência e Tecnologia de Alimentos,Ciências Agrárias,2013-01-30,UNIEURO - Centro Universitário Euroamericano
240246,Isis Nascimento,9600,2017-10-19,Saúde Coletiva,Ciências da Saúde,2012-01-16,FACITEC - Faculdade de Ciências Sociais e Tecnológicas
240247,Isabel Ribeiro,9600,2020-06-26,Medicina,Ciências da Saúde,2010-12-17,UNIP - Universidade Paulista
240248,Emilly da Mota,9600,2017-12-24,Engenharia Civil,Engenharias,2014-04-18,UNITINS - Universidade Estadual do Tocantins
240249,Alexia da Cunha,9600,2023-03-14,Engenharia de Transportes,Engenharias,2018-03-04,FAM - Faculdade de Americana
240250,Cauê Fogaça,9600,2019-08-17,Farmácia,Ciências da Saúde,2012-07-10,UNIPAR - Universidade Paranaense
240251,Catarina Martins,9600,2019-03-17,Fonoaudiologia,Ciências da Saúde,2012-11-03,UNICAMP - Universidade Estadual de Campinas
240252,Marcela Nascimento,9600,2019-03-10,Administração,Ciências Sociais Aplicadas,2013-10-17,PUC-RIO - Pontifícia Universidade Católica do Rio de Janeiro
240253,Dr. João Lucas da Rocha,9600,2016-01-22,Engenharia Civil,Engenharias,2011-11-19,ESTÁCIO - Faculdade Estácio de Sergipe
240254,Raul Souza,9600,2015-05-10,Artes,"Lingüística, Letras e Artes",2013-12-11,UFG - Universidade Federal de Goiás
240255,Thomas Novaes,9600,2018-12-05,Demografia,Ciências Sociais Aplicadas,2012-04-25,IFFarroupilha - Instituto Federal Farroupilha
240256,Dr. Leonardo Teixeira,9600,2019-05-26,Serviço Social,Ciências Sociais Aplicadas,2017-09-16,FEEVALE - Universidade Feevale
240257,Matheus da Paz,9600,2017-08-04,Desenho Industrial,Ciências Sociais Aplicadas,2016-02-06,CAMPO REAL - Faculdade Campo Real
240258,Ana Luiza Rocha,9600,2016-03-22,Engenharia Química,Engenharias,2012-05-12,DOCTUM - Rede de Ensino Doctum
240259,Luiz Henrique Ribeiro,9600,2022-04-08,Bioquímica,Ciências Biológicas,2019-12-12,UNIFEI - Universidade Federal de Itajubá
240260,Júlia Barbosa,9600,2021-10-16,Engenharia Aeroespacial,Engenharias,2013-12-23,UNIASSELVI - Centro Universitário Leonardo da Vinci
240261,Elisa Correia,9600,2020-09-14,Matemática,Ciências Exatas e da Terra,2015-12-28,UFMA - Universidade Federal do Maranhão
240262,Thomas Mendes,9600,2017-10-12,Sociologia,Ciências Humanas,2016-03-20,FACSFX - Faculdade São Francisco Xavier
240263,Alice Fernandes,9600,2019-05-09,Turismo,Ciências Sociais Aplicadas,2014-05-27,CESMAC - Centro de Estudos Superiores de Maceió
240264,Calebe Fogaça,9600,2018-01-28,Administração,Ciências Sociais Aplicadas,2018-01-07,FA - Faculdade Atlântico
240265,Gabriel Cunha,9600,2022-02-19,Agronomia,Ciências Agrárias,2011-07-26,UP - Universidade Positivo
240266,Otávio Lima,9600,2024-07-13,Artes,"Lingüística, Letras e Artes",2011-04-30,UFSJ - Universidade Federal de São João del-Rei
240267,Davi Lucca Teixeira,9600,2019-05-25,Medicina Veterinária,Ciências Agrárias,2014-10-29,UEMG - Universidade do Estado de Minas Gerais
240268,Beatriz Almeida,9600,2019-09-14,Física,Ciências Exatas e da Terra,2016-10-30,FSB/RJ - Faculdade de São Bento do Rio de Janeiro
240269,Danilo Dias,9600,2023-01-01,Saúde Coletiva,Ciências da Saúde,2016-04-28,FADISC - Faculdades Integradas de São Carlos
240270,Daniel Correia,9600,2016-08-23,Imunologia,Ciências Biológicas,2013-12-07,USP - Universidade de São Paulo
240271,Davi Lucca Freitas,9600,2021-06-10,Ciência Política,Ciências Humanas,2012-03-03,UFU - Universidade Federal de Uberlândia
240272,Dr. Diego Monteiro,9600,2014-08-08,Engenharia Biomédica,Engenharias,2013-02-02,UFG - Universidade Federal de Goiás
240273,Kevin Lima,9600,2019-09-08,Filosofia,Ciências Humanas,2010-08-08,UNESC - Universidade do Extremo Sul Catarinense
240274,Sr. Gabriel Castro,9600,2022-07-27,Administração,Ciências Sociais Aplicadas,2016-05-02,UMC - Universidade de Mogi das Cruzes
240275,Bárbara Farias,9600,2018-08-26,Ciência da Computação,Ciências Exatas e da Terra,2010-10-03,UNINCOR-Universidade Vale do Rio Verde
240276,Alana Costela,9600,2018-01-29,Engenharia Civil,Engenharias,2016-10-03,UNILAGO - União das Faculdades dos Grandes Lagos
240277,Maria Vitória Novaes,9600,2022-04-18,Engenharia Aeroespacial,Engenharias,2018-05-04,UNIPÊ - Centro Universitário de João Pessoa
240278,Juliana Ramos,9600,2016-10-04,Planejamento Urbano e Regional,Ciências Sociais Aplicadas,2015-06-11,FACELI - Faculdade de Ensino Superior de Linhares
240279,Matheus Costela,9600,2017-04-21,Planejamento Urbano e Regional,Ciências Sociais Aplicadas,2013-07-20,FAG - Faculdade Guairacá
240280,Ana Julia Duarte,9600,2020-01-26,GeoCiências,Ciências Exatas e da Terra,2019-10-25,UFFS - Universidade Federal da Fronteira Sul
240281,Olivia da Paz,9600,2015-06-07,GeoCiências,Ciências Exatas e da Terra,2012-12-14,UBC - Universidade Braz Cubas
240282,Arthur Aragão,9600,2023-08-11,Biofísica,Ciências Biológicas,2021-02-15,USS - Universidade Severino Sombra
240283,Dr. Ryan Cunha,9600,2021-05-24,Morfologia,Ciências Biológicas,2019-02-27,FABEL - Faculdade de Belém
240284,Lavínia da Costa,9600,2019-01-12,Botânica,Ciências Biológicas,2016-05-23,IAESUP - Faculdades e Colégio Aphonsiano
240285,Ana Julia Viana,9600,2022-12-15,Medicina Veterinária,Ciências Agrárias,2016-03-06,UEPB - Universidade Estadual da Paraíba
240286,Lívia da Rosa,9600,2021-04-24,Física,Ciências Exatas e da Terra,2010-12-05,IF Goiano - Instituto Federal Goiano
240287,Pietra Jesus,9600,2014-12-19,Odontologia,Ciências da Saúde,2011-04-02,UFCSPA - Universidade Federal de Ciências da Saúde de Porto Alegre
240288,Srta. Luiza da Mota,9600,2022-01-29,Engenharia de Materiais e Metalúrgica,Engenharias,2014-12-07,FEAPA - Faculdade de Estudos Avançados do Pará
240289,Maria Cecília Monteiro,9600,2022-09-30,Serviço Social,Ciências Sociais Aplicadas,2022-08-06,UNIFSL - Centro Universitário São Lucas de Ji-paraná
